Time(RTC),Time(Millis),Shock Pot FL,Shock Pot FR,Shock Pot RL,Shock Pot RR,Steering,Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z,Mag X,Mag Y,Mag Z
23:06:33,100022,666,754,590,692,872,2.35,1.17,-0.94,-0.08,-0.07,1.2,-0.18,0.38,-0.24
23:06:33,100049,666,754,590,692,871,1.95,0.38,-1.08,-0.33,-0.59,1.06,-0.18,0.38,-0.24
23:06:33,100076,666,754,590,692,872,1.38,0.89,-1.17,0.12,0.19,0.86,-0.18,0.38,-0.24
23:06:33,100102,666,754,590,692,872,0,-0.11,-1.52,0.04,0.27,1.09,-0.18,0.38,-0.24
23:06:33,100129,666,754,590,692,872,2.55,0.66,-1.71,-0.32,0.28,1.03,-0.18,0.38,-0.24
23:06:33,100157,666,754,590,692,872,1.86,0,-1.54,-0.31,-0.11,0.35,-0.18,0.38,-0.24
23:06:33,100184,666,754,590,695,872,2.24,0,-1.58,-0.35,0.16,1.07,-0.18,0.38,-0.24
23:06:33,100211,666,754,590,692,872,4.3,0.96,-1.19,-0.15,0.05,0.81,-0.18,0.38,-0.24
23:06:33,100237,666,754,590,692,872,4.6,0.76,-0.75,0.17,0,1.05,-0.18,0.38,-0.24
23:06:33,100264,666,754,590,692,872,4.99,0.78,-0.94,-0.38,-0.19,1.23,-0.18,0.38,-0.24
23:06:33,100290,666,754,590,692,872,4.21,0.05,-0.11,0.44,-0.66,1.51,-0.18,0.38,-0.24
23:06:33,100319,665,754,590,692,871,4.46,0.46,-0.94,0.03,0.17,1.44,-0.18,0.38,-0.24
23:06:33,100346,666,754,590,691,872,3.39,0.61,-0.32,-0.21,-0.57,1.19,-0.18,0.38,-0.24
23:06:34,100372,666,754,590,692,871,1.57,0.41,-0.84,-0.18,-0.23,0.87,-0.18,0.38,-0.24
23:06:34,100399,666,754,590,692,873,1.5,-1.79,-0.73,0.19,0.36,0.8,-0.18,0.38,-0.24
23:06:34,100425,666,754,590,692,871,2.09,-0.45,-0.78,-0.15,0.26,0.89,-0.18,0.38,-0.24
23:06:34,100452,666,754,590,691,871,3.26,-0.51,-0.62,-0.15,0.41,0.67,-0.18,0.38,-0.24
23:06:34,100481,666,754,590,692,871,1.43,-1.59,-0.98,0.09,0.41,0.99,-0.18,0.38,-0.24
23:06:34,100507,666,754,590,692,872,3.27,-0.07,-1.05,-0.25,0.41,0.65,-0.18,0.38,-0.24
23:06:34,100534,666,754,590,692,872,3.54,0.07,-0.96,-0.16,0.27,0.65,-0.18,0.38,-0.24
23:06:34,100560,666,754,590,692,872,4.49,-0.55,-0.39,0.28,-0.2,1.38,-0.18,0.38,-0.24
23:06:34,100587,666,754,590,692,872,3.1,-0.11,-0.88,0.14,-0.66,1.31,-0.18,0.38,-0.24
23:06:34,100614,666,754,590,692,873,1.83,0.95,-0.78,-0.04,-0.71,1.29,-0.18,0.38,-0.24
23:06:34,100642,666,754,590,692,872,3.71,0.09,-0.69,0.03,-0.62,1.44,-0.18,0.38,-0.24
23:06:34,100669,666,754,590,692,874,2.13,1.04,-1.72,0.02,-0.45,0.82,-0.18,0.38,-0.24
23:06:34,100695,666,754,590,692,873,0.72,0.69,-1.92,0.02,-0.21,1.25,-0.18,0.38,-0.24
23:06:34,100722,666,754,590,692,874,0.67,-0.33,-1.66,-0.17,0.12,0.99,-0.18,0.38,-0.24
23:06:34,100749,666,754,590,692,873,1.15,-0.72,-2.21,0.22,0.43,0.77,-0.18,0.38,-0.24
23:06:34,100775,666,754,590,692,873,1.95,-0.32,-1.25,-0.21,0.53,1,-0.18,0.38,-0.24
23:06:34,100804,666,754,590,690,873,1.55,-0.14,-2.25,0.02,0.5,0.95,-0.18,0.38,-0.24
23:06:34,100830,666,754,590,692,873,3.05,0.03,-1.67,-0.36,0.53,0.77,-0.18,0.38,-0.24
23:06:34,100857,666,754,590,692,874,4.46,-0.43,-0.99,0.19,0,1.26,-0.18,0.38,-0.24
23:06:34,100884,666,754,590,688,872,3.3,-0.89,-0.54,-0.09,0.06,1.21,-0.18,0.38,-0.24
23:06:34,100910,666,754,590,692,873,2.26,0.31,-0.46,-0.19,-0.76,1.26,-0.18,0.38,-0.24
23:06:34,100937,666,754,590,692,873,1.4,-0.67,-2.46,0.07,-0.04,0.97,-0.18,0.38,-0.24
23:06:34,100965,666,754,590,692,873,2.98,-0.21,-0.63,-0.13,-0.68,1.38,-0.18,0.38,-0.24
23:06:34,100992,666,754,590,692,873,1.46,-0.63,-1.84,-0.27,-0.27,0.97,-0.18,0.38,-0.24
23:06:34,101019,666,754,590,692,873,1.44,-0.49,-2.55,-0.16,0.02,1.03,-0.18,0.38,-0.24
23:06:34,101045,666,754,590,692,874,1.74,0.37,-2.21,0.05,0.51,0.97,-0.18,0.38,-0.24
23:06:34,101072,666,754,590,692,872,3.43,1.68,-1.54,0.25,0.38,1.26,-0.18,0.38,-0.24
23:06:34,101098,666,754,590,692,873,3.16,0.59,-0.73,0.25,0.11,1.22,-0.18,0.38,-0.24
23:06:34,101127,666,754,590,692,873,3.71,1.24,-0.89,0.22,0.02,1,-0.18,0.38,-0.24
23:06:34,101154,666,754,590,692,872,3.9,0.9,-0.94,0.15,0,1.1,-0.18,0.38,-0.24
23:06:34,101180,666,754,590,692,873,2.43,1.02,-0.56,0.13,-0.56,1.03,-0.18,0.38,-0.24
23:06:34,101207,666,754,590,692,873,1.71,1.86,-0.59,-0.04,-0.73,1.12,-0.18,0.38,-0.24
23:06:34,101233,666,754,590,688,873,1.38,0.52,-1.41,0.06,0.24,0.88,-0.18,0.38,-0.24
23:06:34,101260,666,754,590,692,873,0.94,0,-1.7,-0.12,0.33,0.99,-0.18,0.38,-0.24
23:06:34,101289,666,754,590,692,873,1.13,0.17,-1.2,-0.41,-0.62,0.93,-0.18,0.38,-0.24
23:06:34,101315,666,754,590,691,872,0.99,0.19,-1.44,0.04,-0.13,0.89,-0.18,0.38,-0.24
23:06:34,101342,666,754,590,692,874,1.45,-0.19,-1.72,-0.19,0.42,0.82,-0.18,0.38,-0.24
23:06:35,101368,666,754,590,690,873,1.53,-0.44,-1.72,-0.57,0.08,1.02,-0.18,0.38,-0.24
23:06:35,101395,666,754,590,692,873,3.61,1.26,-1.8,0.02,0.29,0.67,-0.18,0.38,-0.24
23:06:35,101422,666,754,590,691,873,4.21,0.53,-0.73,-0.35,0.32,0.85,-0.18,0.38,-0.24
23:06:35,101450,666,754,590,692,873,1.6,0.08,-1.99,-0.41,0.29,0.8,-0.18,0.38,-0.24
23:06:35,101477,666,754,590,692,874,3.36,0.26,-1.53,-0.28,0.11,0.92,-0.18,0.38,-0.24
23:06:35,101503,666,754,590,692,873,4.09,1.67,-2,-0.16,0.44,0.92,-0.18,0.38,-0.24
23:06:35,101530,666,754,590,692,873,3.88,0.6,-0.63,-0.24,0.03,0.68,-0.18,0.38,-0.24
23:06:35,101557,666,754,590,692,872,4.2,1.08,-0.46,0,-0.04,1.59,-0.18,0.38,-0.24
23:06:35,101583,666,754,590,692,874,5.2,1.28,-0.37,0.16,0,1.36,-0.18,0.38,-0.24
23:06:35,101612,666,754,590,692,874,2.73,1.39,-0.92,-0.2,0.17,0.79,-0.18,0.38,-0.24
23:06:35,101638,666,754,590,692,873,3.11,1.52,-1.11,-0.67,-0.2,1.46,-0.18,0.38,-0.24
23:06:35,101665,666,754,590,692,873,3.77,1.55,-0.71,0.06,0,1.47,-0.18,0.38,-0.24
23:06:35,101692,666,754,590,692,873,4.96,0.52,-0.67,0,0,1.78,-0.18,0.38,-0.24
23:06:35,101718,666,754,590,692,873,4.59,0.74,-0.52,0.14,-0.07,1.42,-0.18,0.38,-0.24
23:06:35,101745,666,754,590,692,873,4.84,0.14,0.11,0.01,-0.66,1.56,-0.18,0.38,-0.24
23:06:35,101774,666,754,590,692,873,2.93,1.58,-0.38,-0.15,-0.04,1.29,-0.18,0.38,-0.24
23:06:35,101800,666,754,590,692,874,4.83,0.59,-0.68,0.24,-0.18,1.52,-0.18,0.38,-0.24
23:06:35,101827,666,754,590,692,874,4.45,0.36,-0.31,0,0.01,1.4,-0.18,0.38,-0.24
23:06:35,101853,666,754,590,692,873,2.97,1.2,-0.91,-0.33,-0.76,1.05,-0.18,0.38,-0.24
23:06:35,101880,666,754,590,692,873,1.35,-0.51,-1.55,-0.17,-0.51,0.96,-0.18,0.38,-0.24
23:06:35,101907,666,754,590,691,873,0.11,-2.37,-1.55,-0.06,0.08,0.89,-0.18,0.38,-0.24
23:06:35,101935,666,754,590,692,873,1.9,0,-1.19,-0.09,0.07,0.78,-0.18,0.38,-0.24
23:06:35,101962,665,754,590,691,874,0.95,-2.19,-1.25,0.3,0,0.8,-0.18,0.38,-0.24
23:06:35,101988,666,754,590,692,873,3.19,-1.29,-1.31,-0.45,0.4,0.65,-0.18,0.38,-0.24
23:06:35,102015,665,754,590,692,874,4.03,-0.32,-0.83,0.01,0.38,0.9,-0.18,0.38,-0.24
23:06:35,102042,666,754,590,692,873,3.74,-1.1,-0.55,0,-0.15,1.22,-0.18,0.38,-0.24
23:06:35,102068,666,754,590,691,874,3.08,1.5,-0.85,-0.1,-0.72,0.92,-0.18,0.38,-0.24
23:06:35,102097,665,754,590,692,873,3.65,-1.49,-0.6,0.31,0.09,1.32,-0.18,0.38,-0.24
23:06:35,102123,665,754,590,691,873,2.28,2.43,-1.23,-0.11,-0.6,1.16,-0.18,0.38,-0.24
23:06:35,102150,665,754,590,692,874,1.01,1.51,-2.54,0.26,0.13,1.13,-0.18,0.38,-0.24
23:06:35,102177,666,754,590,692,873,2.06,-0.55,-2.24,-0.01,0.39,0.51,-0.18,0.38,-0.24
23:06:35,102203,665,754,590,691,873,3.39,0.34,-2.07,-0.11,0.48,0.71,-0.18,0.38,-0.24
23:06:35,102230,666,754,590,692,873,3.99,-0.04,-0.31,-0.02,0.1,0.65,-0.18,0.38,-0.24
23:06:35,102259,666,754,590,692,873,0.64,-0.9,-2.38,0.18,0.61,0.66,-0.18,0.38,-0.24
23:06:35,102285,666,754,590,692,873,1.9,-1.64,-2.55,-0.27,0.86,0.85,-0.18,0.38,-0.24
23:06:35,102312,665,754,590,692,873,2.84,-1.28,-3.95,-0.29,0.68,0.65,-0.18,0.38,-0.24
23:06:35,102338,666,754,590,692,873,3.43,-1.93,-1.07,-0.16,0.34,1.08,-0.18,0.38,-0.24
23:06:35,102365,665,754,590,692,874,3.84,-1.64,-0.96,0.06,0.2,0.96,-0.18,0.38,-0.24
23:06:36,102394,665,754,590,691,874,2.07,-2.43,-2.69,0.11,0.42,0.41,-0.18,0.38,-0.24
23:06:36,102420,665,754,590,692,874,2.44,-1.72,-1.44,-0.36,0.79,0.81,-0.18,0.38,-0.24
23:06:36,102447,665,754,590,692,873,1.68,-1.38,-1.68,-0.97,0.68,0.96,-0.18,0.38,-0.24
23:06:36,102473,665,754,590,692,874,3.29,-0.48,-1.33,-0.26,0.93,0.8,-0.18,0.38,-0.24
23:06:36,102500,665,755,590,692,874,2.42,-0.44,-1.71,-0.75,0.73,1.07,-0.18,0.38,-0.24
23:06:36,102526,665,755,590,691,874,1.22,0.64,-0.7,-0.54,0.66,0.89,-0.18,0.38,-0.24
23:06:36,102555,665,755,590,692,874,-0.81,0.25,-1.98,-0.15,-0.32,1.45,-0.18,0.38,-0.24
23:06:36,102581,665,754,590,691,874,0.5,0.06,-1.87,0.01,-0.93,1.47,-0.18,0.38,-0.24
23:06:36,102608,665,755,590,692,873,3.84,0.49,-1.58,-0.2,-0.67,1.44,-0.18,0.38,-0.24
23:06:36,102634,665,755,590,692,874,2.83,0.47,-1.09,0.56,-0.54,1.41,-0.18,0.38,-0.24
23:06:36,102661,665,755,590,692,874,6.12,0.27,-1.5,1.01,-0.3,1.41,-0.18,0.38,-0.24
23:06:36,102687,665,755,590,692,873,4.77,2.59,-0.94,0.11,0.29,1.08,-0.18,0.38,-0.24
23:06:36,102724,665,755,590,692,873,5.4,-0.68,-0.67,-0.12,-0.96,1.45,-0.18,0.38,-0.24
23:06:36,102751,665,755,590,692,874,5.69,1.65,-0.91,-0.38,0.8,0.86,-0.18,0.38,-0.24
23:06:36,102779,665,756,590,694,874,-1.4,-0.25,-1.66,0.12,1.16,1.22,-0.18,0.38,-0.24
23:06:36,102807,665,756,590,694,873,3.53,-0.95,-2.26,0.53,-1.13,0.85,-0.18,0.38,-0.24
23:06:36,102834,664,756,590,694,874,5.91,-0.28,-1.44,0.39,0.45,1.04,-0.18,0.38,-0.24
23:06:36,102862,665,756,590,694,874,2.64,0.71,-1.82,-0.76,0.29,0.6,-0.18,0.38,-0.24
23:06:36,102891,664,756,590,678,874,4.37,-0.21,-1.42,0.93,-1.21,0.79,-0.18,0.38,-0.24
23:06:36,102918,664,756,590,694,874,1.58,0.43,-1.85,0.06,-0.91,1.17,-0.18,0.38,-0.24
23:06:36,102944,664,756,590,694,878,3,-0.42,-1.14,0.44,-1,1.16,-0.18,0.38,-0.24
23:06:36,102971,664,756,590,694,874,1.76,-0.78,-0.87,0.34,-0.88,0.76,-0.18,0.38,-0.24
23:06:36,102997,664,756,590,697,874,2.97,-0.68,-1.1,0.45,-1.19,1.09,-0.18,0.38,-0.24
23:06:36,103023,664,756,590,695,873,1.6,-1.94,-1.23,-0.01,-1.04,0.86,-0.18,0.38,-0.24
23:06:36,103052,664,756,590,695,874,5.24,-1.45,-0.42,0.45,-0.16,1.4,-0.18,0.38,-0.24
23:06:36,103078,664,756,590,694,873,6.81,-0.44,-0.46,-0.3,0.04,0.55,-0.18,0.38,-0.24
23:06:36,103104,664,756,590,694,874,5.34,-1.59,-0.35,0.24,0.07,0.78,-0.18,0.38,-0.24
23:06:36,103131,664,755,590,696,873,6.49,-0.43,-0.4,-0.2,0.16,0.37,-0.18,0.38,-0.24
23:06:36,103157,664,756,590,695,873,4.41,-0.95,-0.38,-0.31,0.47,0.55,-0.18,0.38,-0.24
23:06:36,103184,664,756,590,696,874,5.05,-0.52,-0.81,0,0.88,0.68,-0.18,0.38,-0.24
23:06:36,103212,664,756,590,696,873,3.34,-0.1,0.24,-0.02,-1.34,1.38,-0.18,0.38,-0.24
23:06:36,103238,664,756,590,696,874,4.67,-0.68,0.67,1.03,-0.68,1.07,-0.18,0.38,-0.24
23:06:36,103265,664,755,590,696,874,7.37,-0.96,1.27,0.23,-0.9,0.71,-0.18,0.38,-0.24
23:06:36,103291,664,755,590,697,875,5.36,-1.08,0.6,-0.12,0.51,0.13,-0.18,0.38,-0.24
23:06:36,103317,664,755,590,699,874,0.57,-1,0.21,-0.66,0.52,0.99,-0.18,0.38,-0.24
23:06:36,103344,664,755,590,698,873,2.39,-0.38,0.25,0.19,-1.08,1.04,-0.18,0.38,-0.24
23:06:37,103372,664,755,589,699,875,-0.33,-0.28,-1.03,0.38,0.57,1.36,-0.18,0.38,-0.24
23:06:37,103399,664,756,589,701,875,0.14,0.03,-0.36,0.46,-0.81,1.69,-0.18,0.38,-0.24
23:06:37,103425,664,756,589,704,873,5.82,-0.1,-0.78,0.29,0.32,0.63,-0.18,0.38,-0.24
23:06:37,103451,663,757,588,708,873,1.32,-0.88,-0.85,0.16,0.68,0.72,-0.18,0.38,-0.24
23:06:37,103478,662,759,587,712,874,-2.35,-0.12,-0.84,0.6,-0.16,1.12,-0.18,0.38,-0.24
23:06:37,103504,662,763,583,712,875,-1.79,1.36,0.05,0.14,-0.05,0.91,-0.18,0.38,-0.24
23:06:37,103533,662,764,580,714,873,4.55,-0.58,0.97,0.89,0.22,1.11,-0.18,0.38,-0.24
23:06:37,103559,661,764,579,714,874,3.61,-0.33,1.01,0.36,-0.69,0.97,-0.18,0.38,-0.24
23:06:37,103585,661,764,578,715,873,1.11,-0.16,2.16,-0.1,-0.58,0.89,-0.18,0.38,-0.24
23:06:37,103612,661,762,578,714,875,0.38,-0.51,0.19,0.08,0.22,0.89,-0.18,0.38,-0.24
23:06:37,103638,660,762,577,714,873,1.41,-0.96,0.52,-0.12,0.34,0.6,-0.18,0.38,-0.24
23:06:37,103664,660,762,577,714,874,3.11,-1.22,1.12,0.12,0.13,1.21,-0.18,0.38,-0.24
23:06:37,103693,660,762,577,714,874,2.82,-0.75,1.65,0.25,0.32,0.78,-0.18,0.38,-0.24
23:06:37,103719,660,762,577,715,874,4.64,-0.42,1.64,0.29,0.29,1.33,-0.18,0.38,-0.24
23:06:37,103745,660,762,577,716,873,2.8,-0.12,2.09,0.35,0.11,1.42,-0.18,0.38,-0.24
23:06:37,103772,660,762,576,717,873,2.02,-0.24,1.01,-0.47,-0.59,1,-0.18,0.38,-0.24
23:06:37,103798,660,762,576,718,875,0.73,-0.73,1.37,0.25,-0.13,0.62,-0.18,0.38,-0.24
23:06:37,103824,660,762,575,719,872,0.6,-0.86,1.34,-0.13,0.49,0.34,-0.18,0.38,-0.24
23:06:37,103853,660,762,574,719,873,0.31,-2.02,3.71,0.27,-0.25,1.03,-0.18,0.38,-0.24
23:06:37,103879,660,761,574,718,874,-0.62,-1.29,0.79,0.2,0.55,0.75,-0.18,0.38,-0.24
23:06:37,103906,661,760,574,718,873,-0.17,1.47,2.04,-0.02,0.61,1.02,-0.18,0.38,-0.24
23:06:37,103932,661,760,573,718,873,-1.31,1.9,1.77,-0.12,1.02,0.45,-0.18,0.38,-0.24
23:06:37,103958,660,760,573,720,874,2.17,2.87,1.43,-0.41,0.56,0.7,-0.18,0.38,-0.24
23:06:37,103985,659,761,573,722,872,4.87,2.47,0.25,0.2,0.42,0.82,-0.18,0.38,-0.24
23:06:37,104013,653,764,573,731,874,2.56,2.13,0.97,0.56,0.43,0.66,-0.18,0.38,-0.24
23:06:37,104039,650,770,572,731,874,0.64,2.6,4.39,0.65,0.28,1.11,-0.18,0.38,-0.24
23:06:37,104066,651,782,565,730,872,0.76,1.45,8.01,0.31,-0.06,0.98,-0.18,0.38,-0.24
23:06:37,104092,651,784,561,726,874,4.14,-0.69,6.94,0.24,0.06,0.92,-0.18,0.38,-0.24
23:06:37,104118,649,783,562,728,874,5.62,0.22,4.42,0.1,0.14,0.83,-0.18,0.38,-0.24
23:06:37,104145,648,780,562,726,873,3.68,0.7,3.58,0.42,-0.35,1.22,-0.18,0.38,-0.24
23:06:37,104173,645,777,562,726,872,4.04,0.29,2.97,0.17,-0.3,1.24,-0.18,0.38,-0.24
23:06:37,104200,644,777,562,723,870,2.4,0.34,5.59,0.5,-0.91,1.15,-0.18,0.38,-0.24
23:06:37,104226,644,776,562,723,872,2.85,0.84,4.51,-0.18,-0.09,0.58,-0.18,0.38,-0.24
23:06:37,104252,643,775,562,722,871,3.2,-0.26,5.65,0,0,1.07,-0.18,0.38,-0.24
23:06:37,104279,642,774,562,723,870,4.55,1.6,3.95,0.84,0.45,1.35,-0.18,0.38,-0.24
23:06:37,104305,642,775,562,724,873,2.95,-2.06,4.97,0.22,-0.14,1.37,-0.18,0.38,-0.24
23:06:38,104426,648,773,562,727,870,2,1.46,7.19,0.26,-0.82,1.15,-0.18,0.38,-0.24
23:06:38,104452,646,773,561,728,873,0.09,1.51,5.99,0.04,-0.23,0.65,-0.18,0.38,-0.24
23:06:38,104478,645,773,561,724,870,2.01,-1.67,4.87,0.15,0.18,1.12,-0.18,0.38,-0.24
23:06:38,104505,645,773,561,723,873,3.95,-2.13,5.82,0.59,0.18,1.37,-0.18,0.38,-0.24
23:06:38,104531,646,772,561,720,874,2.48,0.71,4.59,0.07,-0.06,1.09,-0.18,0.38,-0.24
23:06:38,104557,645,773,561,721,874,2.9,3.74,6.44,0.17,-0.54,0.98,-0.18,0.38,-0.24
23:06:38,104586,644,774,561,722,876,3.52,3.1,4.87,0.06,-0.5,0.84,-0.18,0.38,-0.24
23:06:38,104612,643,778,561,722,876,2.8,1.94,6.21,0.8,0.15,1.69,-0.18,0.38,-0.24
23:06:38,104639,641,781,561,723,874,5,1.17,5.03,0.44,0.05,1.28,-0.18,0.38,-0.24
23:06:38,104665,640,781,561,722,876,1.92,-0.64,4.9,0.32,0.15,0.84,-0.18,0.38,-0.24
23:06:38,104691,639,779,561,722,878,2.69,-0.72,4.28,0.84,-0.02,1.21,-0.18,0.38,-0.24
23:06:38,104718,638,778,560,722,877,3.16,1.53,4.19,0.68,0.28,1.09,-0.18,0.38,-0.24
23:06:38,104746,637,778,559,726,877,0.44,0.02,3.05,-0.15,-0.13,0.67,-0.18,0.38,-0.24
23:06:38,104772,640,779,559,726,876,0.47,-1.25,5.92,0.36,-0.6,0.76,-0.18,0.38,-0.24
23:06:38,104799,642,780,559,725,877,3.53,0,5.53,0.2,0.1,1.36,-0.18,0.38,-0.24
23:06:38,104825,642,779,559,729,877,1.51,0.88,4.74,0.91,0.69,1.42,-0.18,0.38,-0.24
23:06:38,104852,641,779,559,728,877,1.57,-1.46,2.46,0.64,-0.04,1.26,-0.18,0.38,-0.24
23:06:38,104878,640,779,559,726,880,5.03,-0.07,4.25,0.35,-0.4,1.42,-0.18,0.38,-0.24
23:06:38,104906,639,776,559,725,881,4.75,1.77,3.32,0.82,-0.37,1.41,-0.18,0.38,-0.24
23:06:38,104933,638,776,559,720,881,3.41,-2.33,5.3,-0.28,0.06,0.54,-0.18,0.38,-0.24
23:06:38,104959,639,775,560,708,881,3.91,-0.08,3.1,-0.35,0.08,0.92,-0.18,0.38,-0.24
23:06:38,104985,642,760,561,698,880,1.76,-2.42,2.73,0,-0.18,1,-0.18,0.38,-0.24
23:06:38,105012,651,750,561,690,880,2.14,-2.83,3.8,0.08,-0.26,0.41,-0.18,0.38,-0.24
23:06:38,105038,652,749,561,694,881,1.14,0.17,3.05,0.25,0.48,1.39,-0.18,0.38,-0.24
23:06:38,105067,651,755,561,702,883,1.34,4.72,3.16,0.34,-0.16,1.09,-0.18,0.38,-0.24
23:06:38,105093,649,771,559,720,883,1.55,4.86,3.31,0.29,-0.14,1.26,-0.18,0.38,-0.24
23:06:38,105119,645,785,556,723,883,0.73,0.81,3.82,0.26,0.33,0.99,-0.18,0.38,-0.24
23:06:38,105146,644,786,555,722,887,3.79,-4.51,2.28,-0.57,0.38,1.05,-0.18,0.38,-0.24
23:06:38,105172,647,771,559,702,886,5.48,-6.49,2.17,-0.28,-0.04,1.02,-0.18,0.38,-0.24
23:06:38,105198,653,755,568,682,887,2.35,-4.74,0.54,0.05,0.53,0.89,-0.18,0.38,-0.24
23:06:38,105227,654,747,576,674,885,4.43,6.28,2.28,0.54,-0.55,0.83,-0.18,0.38,-0.24
23:06:38,105268,640,759,564,697,886,3.85,10.71,0.3,0.29,0,1.43,-0.18,0.38,-0.24
23:06:38,105295,633,785,548,721,883,0.38,5.39,1.43,0,0.23,0.57,-0.18,0.38,-0.24
23:06:38,105321,632,807,543,735,883,-2.85,-0.32,3.64,0.05,-0.37,1.11,-0.18,0.38,-0.24
23:06:38,105348,633,812,543,736,883,4,-0.98,0.08,0.61,0.57,1.74,-0.18,0.38,-0.24
23:06:39,105374,635,804,548,730,884,3.12,-8.95,-1.38,-0.31,-0.13,1.2,-0.18,0.38,-0.24
23:06:39,105402,644,791,552,711,887,3.64,-1.64,-1.85,0.73,0.12,1.21,-0.18,0.38,-0.24
23:06:39,105429,648,777,555,692,888,3.88,-3.04,-0.79,-0.07,0.13,1.38,-0.18,0.38,-0.24
23:06:39,105455,647,767,555,682,889,4.56,3.29,-0.14,0.37,-0.37,1.36,-0.18,0.38,-0.24
23:06:39,105481,644,762,555,681,889,1.25,0.53,-0.95,-0.07,0.31,1,-0.18,0.38,-0.24
23:06:39,105508,640,762,549,683,888,5.86,-0.51,-1.71,-0.11,-0.35,0.73,-0.18,0.38,-0.24
23:06:39,105534,639,760,549,691,887,-1.05,-2.72,-1.7,-0.13,0.59,1.12,-0.18,0.38,-0.24
23:06:39,105563,644,765,549,695,889,2.14,-2.9,-1,0.32,0.67,0.98,-0.18,0.38,-0.24
23:06:39,105589,647,770,552,704,889,3.97,1.85,-1.09,0.64,-0.05,0.77,-0.18,0.38,-0.24
23:06:39,105615,647,780,554,711,889,2.76,3.67,-0.43,0.24,1.02,0.44,-0.18,0.38,-0.24
23:06:39,105642,646,786,555,711,889,5.76,3.04,-0.26,0.3,-0.14,1.54,-0.18,0.38,-0.24
23:06:39,105668,643,787,556,707,889,3.95,2.74,-0.59,0.52,-0.48,1.16,-0.18,0.38,-0.24
23:06:39,105694,640,778,556,701,889,-0.41,-0.51,-1.27,-0.08,0.65,0.46,-0.18,0.38,-0.24
23:06:39,105723,639,773,550,696,892,3.95,-0.57,-1.6,-0.04,-0.55,1.17,-0.18,0.38,-0.24
23:06:39,105749,639,765,550,700,890,-1.55,-2.13,-0.56,0.46,-0.69,1.39,-0.18,0.38,-0.24
23:06:39,105776,642,767,550,700,890,0.46,0.13,-1.08,0.08,-0.04,1.54,-0.18,0.38,-0.24
23:06:39,105802,642,774,554,705,890,4.22,0.52,0.31,0.28,-0.78,1.58,-0.18,0.38,-0.24
23:06:39,105828,644,774,556,700,889,3.16,0.1,0.05,0.43,-0.65,1.92,-0.18,0.38,-0.24
23:06:39,105855,644,773,561,694,889,3.77,-0.39,-0.75,0.04,-0.59,1.77,-0.18,0.38,-0.24
23:06:39,105883,644,765,563,691,890,5.91,2.1,-3.99,0.27,-0.03,0.59,-0.18,0.38,-0.24
23:06:39,105910,644,761,561,691,889,4.18,1.12,-2.83,-0.62,-0.21,0.58,-0.18,0.38,-0.24
23:06:39,105936,642,758,560,695,889,-0.25,1.46,-2.08,-0.1,0.16,0.55,-0.18,0.38,-0.24
23:06:39,105962,644,760,560,695,889,-2.14,0.35,-0.93,0.63,-0.29,1.1,-0.18,0.38,-0.24
23:06:39,105989,645,764,561,695,890,-0.06,0.3,0.11,0.06,-1.01,1.64,-0.18,0.38,-0.24
23:06:39,106015,651,764,562,693,889,3.88,-2.03,-0.03,0.48,-1.07,1.84,-0.18,0.38,-0.24
23:06:39,106043,652,763,570,683,890,3.98,-1.26,-2.13,-0.23,1.11,0.98,-0.18,0.38,-0.24
23:06:39,106070,652,757,571,685,890,-1.93,2.77,-1.9,0.13,0.72,0.35,-0.18,0.38,-0.24
23:06:39,106096,651,757,566,688,885,2.02,1.64,-2.11,0.56,-0.66,0.78,-0.18,0.38,-0.24
23:06:39,106123,647,757,563,697,885,5.74,1.13,-2.66,-0.69,0.42,1.45,-0.18,0.38,-0.24
23:06:39,106149,651,761,563,698,885,1.05,-2.2,-1.08,0.2,1.03,0.96,-0.18,0.38,-0.24
23:06:39,106175,654,762,563,694,889,1.04,-2.41,-2,-0.2,-0.69,1.43,-0.18,0.38,-0.24
23:06:39,106201,664,758,566,680,890,4.8,-3.55,-3.68,0.04,-0.43,1.66,-0.18,0.38,-0.24
23:06:39,106228,668,754,571,667,888,6.57,-0.47,-4.41,-0.14,-0.16,0.97,-0.18,0.38,-0.24
23:06:39,106254,668,745,571,666,889,2.99,0,-3.97,-0.54,0.23,0.85,-0.18,0.38,-0.24
23:06:39,106280,668,745,565,672,886,4.29,0.81,-4,0.12,-0.67,0.99,-0.18,0.38,-0.24
23:06:39,106307,663,747,564,678,887,4.15,-0.91,-4.11,-0.58,0.36,0.38,-0.18,0.38,-0.24
23:06:39,106335,665,753,564,678,890,1.82,-0.08,-8.23,0.35,-0.86,1.66,-0.18,0.38,-0.24
23:06:39,106361,671,754,567,673,891,4.95,-3.5,-10.43,0.62,-0.24,1.35,-0.18,0.38,-0.24
23:06:40,106388,680,751,572,661,890,5.18,-1.61,-10.19,0.63,-0.15,1.54,-0.18,0.38,-0.24
23:06:40,106414,686,747,577,652,891,5.61,0.48,-9.48,-0.69,0.45,0.67,-0.18,0.38,-0.24
23:06:40,106441,689,744,577,651,891,3.01,3.12,-8.56,-0.31,1.12,0.58,-0.18,0.38,-0.24
